session_id,start_time,end_time,duration_min,noise_avg_db,noise_variance,light_lux_avg,light_variance,phone_pickups,user_location,session_completed,self_rated_focus,perceived_difficulty,mood,productivity_score,distractions_detected,ai_estimated_prod_score,notes
196,2025-01-18 16:08:00,2025-01-18 16:33:00,25,32.0,6.41,366.05,21.77,2,home,1,10,4,1,100,6,100,Good session
197,2025-01-15 13:18:00,2025-01-15 13:48:00,30,52.01,4.05,214.17,5.74,1,outside,0,5,1,1,39,0,49,Hard to focus
198,2025-01-24 11:20:00,2025-01-24 11:45:00,25,21.59,0.76,236.07,24.85,1,home,1,8,1,2,94,3,85,Sun was annoying
199,2025-01-16 08:46:00,2025-01-16 09:16:00,30,37.27,10.03,73.72,8.08,0,outside,1,1,4,1,13,4,0,Good session
200,2025-01-21 16:27:00,2025-01-21 16:57:00,30,36.87,3.87,210.58,10.46,0,cafe,1,7,5,2,47,3,41,Too noisy
201,2025-01-13 16:25:00,2025-01-13 16:45:00,20,21.49,3.41,506.9,14.3,2,home,1,5,3,5,47,5,28,Sun was annoying
202,2025-01-21 16:40:00,2025-01-21 17:00:00,20,32.37,4.27,255.88,23.99,0,library,1,10,2,1,83,8,87,Good session
203,2025-01-14 11:58:00,2025-01-14 12:18:00,20,24.82,6.38,294.82,11.53,0,outside,1,7,4,2,55,0,47,Sun was annoying
204,2025-01-18 16:40:00,2025-01-18 17:00:00,20,54.25,6.82,75.58,16.49,0,library,1,4,2,4,63,8,64,Distracted
205,2025-01-19 11:51:00,2025-01-19 12:11:00,20,51.77,7.52,49.9,19.29,0,cafe,1,10,1,3,100,0,86,Mediocre
206,2025-01-21 16:38:00,2025-01-21 17:08:00,30,34.33,6.59,235.24,19.03,0,library,0,10,2,3,100,5,100,Great flow
207,2025-01-13 11:29:00,2025-01-13 11:59:00,30,56.85,5.71,134.16,26.46,1,library,1,6,4,5,72,2,54,Distracted
208,2025-01-20 09:40:00,2025-01-20 10:05:00,25,29.5,8.96,204.13,28.01,0,cafe,1,7,3,2,88,2,71,Sun was annoying
209,2025-01-17 19:41:00,2025-01-17 20:11:00,30,38.6,10.23,69.21,5.03,0,outside,1,5,5,5,42,2,28,Too noisy
210,2025-01-19 15:20:00,2025-01-19 15:40:00,20,35.73,2.2,373.89,9.55,0,home,1,4,1,2,36,3,27,Stable productivity
211,2025-01-11 11:36:00,2025-01-11 12:06:00,30,54.02,8.54,83.86,3.24,0,cafe,1,8,4,1,78,5,73,Great flow
212,2025-01-18 19:41:00,2025-01-18 20:06:00,25,21.39,4.79,126.86,8.82,1,outside,0,6,4,3,50,1,55,Sun was annoying
213,2025-01-22 14:04:00,2025-01-22 14:24:00,20,40.99,6.91,230.21,12.59,2,home,1,6,3,1,59,0,48,Good session
214,2025-01-21 14:12:00,2025-01-21 14:37:00,25,33.75,8.84,240.3,12.9,0,outside,1,5,1,1,54,4,56,Good session
215,2025-01-17 19:42:00,2025-01-17 20:07:00,25,44.8,7.72,492.52,25.04,0,library,1,7,2,4,70,4,75,Sun was annoying
216,2025-01-13 15:10:00,2025-01-13 15:35:00,25,32.3,3.29,21.04,0.17,0,outside,1,4,4,1,56,0,55,Felt tired
217,2025-01-16 08:34:00,2025-01-16 09:04:00,30,47.43,1.71,426.75,10.0,0,outside,1,7,1,2,72,0,74,Distracted
218,2025-01-10 15:40:00,2025-01-10 16:10:00,30,21.28,6.34,181.02,21.71,1,home,1,5,5,3,35,0,52,Hard to focus
219,2025-01-22 08:38:00,2025-01-22 08:58:00,20,37.17,7.07,12.63,10.38,0,outside,0,2,1,4,21,2,15,Stable productivity
220,2025-01-14 17:32:00,2025-01-14 18:02:00,30,43.11,5.61,139.62,9.28,2,home,1,10,2,1,100,0,93,Great flow
221,2025-01-17 17:32:00,2025-01-17 17:57:00,25,46.84,6.93,132.86,15.71,0,library,1,9,5,3,86,2,95,Hard to focus
222,2025-01-20 09:29:00,2025-01-20 09:49:00,20,37.1,4.24,360.11,3.51,0,library,1,2,2,2,7,1,17,Too noisy
223,2025-01-12 15:37:00,2025-01-12 16:02:00,25,46.25,2.02,475.6,13.71,0,library,0,10,5,3,100,1,94,Distracted
224,2025-01-19 08:03:00,2025-01-19 08:23:00,20,34.97,8.09,219.42,23.41,0,outside,1,6,3,3,50,1,42,Mediocre
225,2025-01-22 16:48:00,2025-01-22 17:18:00,30,34.24,3.3,54.05,10.29,2,outside,0,6,3,1,56,4,59,Distracted
226,2025-01-15 10:03:00,2025-01-15 10:33:00,30,30.17,8.06,293.85,8.25,0,library,1,3,1,5,36,1,26,Mediocre
227,2025-01-24 18:41:00,2025-01-24 19:11:00,30,32.78,3.61,218.83,1.85,0,outside,1,5,4,3,43,0,41,Great flow
228,2025-01-23 10:17:00,2025-01-23 10:37:00,20,37.72,6.55,114.45,12.32,0,library,1,6,4,2,57,0,63,Energy peak
229,2025-01-15 10:58:00,2025-01-15 11:28:00,30,43.64,13.7,248.1,16.47,0,cafe,0,6,1,1,34,4,34,Distracted
230,2025-01-10 12:30:00,2025-01-10 13:00:00,30,51.56,6.46,224.05,17.75,1,home,0,6,4,4,56,0,67,Energy peak
231,2025-01-20 14:09:00,2025-01-20 14:39:00,30,20.67,1.6,84.46,2.93,0,home,1,3,2,3,25,0,22,Felt tired
232,2025-01-10 13:18:00,2025-01-10 13:38:00,20,29.45,9.32,352.39,3.84,0,home,1,8,2,2,80,5,82,Hard to focus
233,2025-01-15 10:46:00,2025-01-15 11:11:00,25,50.9,10.57,254.78,4.3,0,cafe,1,7,2,4,49,0,54,Too noisy
234,2025-01-16 15:33:00,2025-01-16 16:03:00,30,43.08,5.75,555.09,9.72,1,home,1,5,4,3,49,1,49,Distracted
235,2025-01-13 18:07:00,2025-01-13 18:27:00,20,41.54,2.61,210.2,19.82,0,cafe,1,7,5,2,67,0,60,Distracted
236,2025-01-21 14:33:00,2025-01-21 15:03:00,30,48.31,6.58,191.55,19.08,0,outside,0,6,5,5,40,2,42,Too noisy
237,2025-01-19 13:23:00,2025-01-19 13:48:00,25,44.45,8.14,302.94,11.65,1,library,1,8,5,4,73,3,60,Too noisy
238,2025-01-23 13:48:00,2025-01-23 14:13:00,25,43.35,6.41,276.35,21.32,1,library,1,7,2,4,100,0,92,Mediocre
239,2025-01-17 19:26:00,2025-01-17 19:46:00,20,39.73,1.38,184.38,25.05,1,library,1,6,5,5,67,1,66,Stable productivity
240,2025-01-13 16:27:00,2025-01-13 16:47:00,20,29.64,3.93,229.48,19.47,0,home,0,7,4,4,62,2,56,Good session
241,2025-01-11 09:29:00,2025-01-11 09:54:00,25,52.84,8.63,114.62,21.29,2,cafe,1,7,1,5,68,3,84,Hard to focus
242,2025-01-15 18:46:00,2025-01-15 19:06:00,20,28.89,0.57,92.06,18.12,2,library,0,6,5,3,50,0,50,Stable productivity
243,2025-01-10 13:19:00,2025-01-10 13:44:00,25,56.8,4.18,314.43,18.24,0,outside,1,4,3,3,38,2,33,Great flow
244,2025-01-19 10:18:00,2025-01-19 10:38:00,20,29.98,4.86,384.62,6.58,0,library,1,6,2,2,65,5,67,Sun was annoying
245,2025-01-20 09:30:00,2025-01-20 10:00:00,30,45.09,7.81,45.84,10.74,0,home,1,7,4,5,62,2,72,Felt tired
246,2025-01-15 12:12:00,2025-01-15 12:32:00,20,42.84,13.42,383.02,6.19,0,outside,1,7,2,1,62,2,89,Felt tired
247,2025-01-17 08:40:00,2025-01-17 09:00:00,20,42.61,5.36,291.66,20.63,0,cafe,1,5,4,5,49,5,57,Too noisy
248,2025-01-11 08:43:00,2025-01-11 09:13:00,30,51.6,10.56,71.17,15.49,0,cafe,1,8,4,2,75,4,86,Felt tired
249,2025-01-15 17:01:00,2025-01-15 17:31:00,30,36.95,7.26,184.66,1.31,0,outside,1,5,5,4,61,4,75,Felt tired
250,2025-01-15 13:25:00,2025-01-15 13:55:00,30,41.58,6.22,346.68,23.7,1,cafe,0,9,3,2,81,2,90,Mediocre
251,2025-01-21 17:29:00,2025-01-21 17:54:00,25,34.34,6.67,372.05,14.67,0,cafe,1,8,3,2,83,1,87,Stable productivity
252,2025-01-12 19:31:00,2025-01-12 19:56:00,25,37.72,12.23,63.54,20.6,0,library,1,1,3,1,25,0,25,Mediocre
253,2025-01-15 15:10:00,2025-01-15 15:30:00,20,45.35,3.36,409.3,11.67,1,outside,1,6,1,2,44,3,47,Good session
254,2025-01-11 17:15:00,2025-01-11 17:45:00,30,63.62,10.1,221.97,21.94,0,cafe,1,10,4,4,100,0,100,Sun was annoying
255,2025-01-20 08:11:00,2025-01-20 08:31:00,20,48.91,1.94,386.16,10.57,1,home,1,5,3,2,54,3,40,Hard to focus
256,2025-01-11 17:39:00,2025-01-11 17:59:00,20,36.11,7.52,191.76,19.1,1,cafe,1,6,3,2,68,3,48,Great flow
257,2025-01-18 18:34:00,2025-01-18 18:54:00,20,38.02,5.47,363.57,8.9,0,cafe,1,3,5,3,45,0,32,Mediocre
258,2025-01-19 14:42:00,2025-01-19 15:07:00,25,39.55,3.24,81.67,25.09,0,cafe,1,7,1,4,67,2,66,Distracted
259,2025-01-11 10:43:00,2025-01-11 11:08:00,25,21.03,4.32,276.58,7.26,0,library,1,3,2,1,34,3,37,Hard to focus
260,2025-01-22 15:00:00,2025-01-22 15:30:00,30,34.85,10.3,59.75,13.51,1,outside,1,7,2,4,87,3,97,Hard to focus
261,2025-01-21 12:23:00,2025-01-21 12:48:00,25,34.0,6.15,5.21,18.63,1,library,1,7,4,1,74,3,75,Distracted
262,2025-01-15 17:20:00,2025-01-15 17:40:00,20,36.25,5.55,343.79,8.99,0,cafe,1,8,2,4,74,2,72,Energy peak
263,2025-01-21 17:06:00,2025-01-21 17:31:00,25,41.92,6.51,525.22,8.73,0,cafe,1,8,4,5,72,3,92,Good session
264,2025-01-18 10:48:00,2025-01-18 11:13:00,25,28.96,9.33,309.99,24.28,0,cafe,0,9,2,4,99,3,100,Distracted
265,2025-01-22 08:03:00,2025-01-22 08:33:00,30,21.76,4.06,241.87,11.45,1,library,1,9,2,5,84,1,100,Distracted
266,2025-01-11 15:06:00,2025-01-11 15:36:00,30,29.71,4.5,268.13,11.71,1,library,1,5,4,2,63,0,67,Energy peak
267,2025-01-24 18:15:00,2025-01-24 18:40:00,25,47.27,7.1,342.73,14.17,1,library,1,7,5,2,70,0,71,Felt tired
268,2025-01-14 12:35:00,2025-01-14 13:05:00,30,41.26,11.15,507.77,18.43,2,home,1,6,5,4,74,2,85,Sun was annoying
269,2025-01-22 18:33:00,2025-01-22 18:53:00,20,45.53,7.76,192.04,9.77,0,library,1,5,4,3,53,2,60,Hard to focus
270,2025-01-24 10:29:00,2025-01-24 10:49:00,20,52.36,6.89,366.77,8.26,0,outside,1,6,4,2,42,0,50,Great flow
271,2025-01-11 16:45:00,2025-01-11 17:10:00,25,38.44,8.59,110.39,21.73,0,home,0,7,4,2,81,3,82,Hard to focus
272,2025-01-15 19:49:00,2025-01-15 20:19:00,30,23.97,4.58,178.8,10.65,1,outside,1,2,1,2,2,1,0,Energy peak
273,2025-01-18 08:47:00,2025-01-18 09:12:00,25,37.46,1.3,102.29,9.89,3,library,1,3,2,1,18,3,6,Felt tired
274,2025-01-12 19:44:00,2025-01-12 20:04:00,20,42.0,9.58,455.0,22.88,4,library,1,7,5,3,53,0,45,Energy peak
275,2025-01-17 12:52:00,2025-01-17 13:22:00,30,48.66,11.8,264.82,11.23,0,library,0,9,5,2,90,4,89,Too noisy
276,2025-01-10 19:31:00,2025-01-10 20:01:00,30,38.91,7.59,195.96,6.88,0,library,1,7,4,4,72,5,74,Stable productivity
277,2025-01-12 09:14:00,2025-01-12 09:34:00,20,11.32,6.64,281.07,21.39,0,library,1,5,1,3,63,1,44,Mediocre
278,2025-01-23 17:31:00,2025-01-23 17:51:00,20,39.76,5.09,446.27,20.29,1,home,1,6,4,2,60,4,84,Distracted
279,2025-01-11 10:03:00,2025-01-11 10:33:00,30,24.63,7.92,462.22,11.42,0,outside,1,6,2,5,47,0,44,Felt tired
280,2025-01-22 14:49:00,2025-01-22 15:14:00,25,25.23,9.01,259.1,23.67,1,outside,1,5,3,3,35,0,35,Felt tired
281,2025-01-11 14:22:00,2025-01-11 14:47:00,25,31.14,5.68,137.41,16.68,1,home,1,3,2,1,44,3,57,Mediocre
282,2025-01-10 16:55:00,2025-01-10 17:15:00,20,47.86,2.42,272.44,13.12,1,library,1,3,2,4,44,0,49,Stable productivity
283,2025-01-20 12:05:00,2025-01-20 12:30:00,25,24.47,6.51,210.18,25.62,0,library,1,10,2,5,97,0,94,Too noisy
284,2025-01-20 15:25:00,2025-01-20 15:55:00,30,41.48,7.11,179.9,21.47,0,cafe,1,5,3,3,36,1,29,Good session
285,2025-01-11 12:11:00,2025-01-11 12:41:00,30,37.7,10.55,453.3,27.31,0,outside,1,4,4,3,35,4,44,Good session
286,2025-01-19 19:16:00,2025-01-19 19:36:00,20,40.58,6.45,65.74,11.0,2,home,1,8,3,2,100,4,100,Distracted
287,2025-01-23 13:35:00,2025-01-23 14:00:00,25,34.32,7.28,312.71,18.92,2,library,1,8,4,1,92,2,100,Felt tired
288,2025-01-23 17:18:00,2025-01-23 17:43:00,25,37.31,6.83,187.52,32.8,1,home,1,7,2,5,89,1,81,Stable productivity
289,2025-01-11 09:14:00,2025-01-11 09:44:00,30,33.27,7.75,294.64,0.86,0,cafe,0,6,4,1,63,0,62,Distracted
290,2025-01-20 14:03:00,2025-01-20 14:33:00,30,37.86,5.28,174.64,25.16,1,cafe,1,7,1,5,57,3,63,Sun was annoying
291,2025-01-24 08:07:00,2025-01-24 08:32:00,25,37.33,5.7,340.97,18.37,1,cafe,1,5,3,3,37,1,43,Too noisy
292,2025-01-10 13:02:00,2025-01-10 13:27:00,25,36.78,1.23,373.97,17.95,1,cafe,1,4,2,5,37,0,31,Good session
293,2025-01-23 09:16:00,2025-01-23 09:36:00,20,41.49,6.78,519.58,12.38,2,cafe,1,6,2,4,59,1,72,Hard to focus
294,2025-01-17 18:37:00,2025-01-17 18:57:00,20,31.62,8.68,149.59,4.92,1,outside,1,6,5,4,35,0,36,Felt tired
295,2025-01-15 18:30:00,2025-01-15 18:50:00,20,40.21,8.26,318.12,28.73,0,home,1,8,5,3,71,4,69,Felt tired
296,2025-01-13 10:01:00,2025-01-13 10:26:00,25,43.42,7.87,130.1,24.24,2,library,1,6,3,5,70,0,72,Distracted
297,2025-01-12 18:50:00,2025-01-12 19:15:00,25,35.05,7.31,410.19,16.87,0,outside,0,6,3,2,66,3,69,Energy peak
298,2025-01-11 15:38:00,2025-01-11 16:03:00,25,41.76,5.06,471.86,15.13,1,cafe,1,7,2,4,91,6,80,Energy peak
299,2025-01-18 13:03:00,2025-01-18 13:23:00,20,52.04,8.87,507.37,21.32,3,cafe,1,7,5,4,71,0,78,Felt tired
300,2025-01-16 17:30:00,2025-01-16 18:00:00,30,39.38,3.25,200.63,17.74,0,library,1,7,2,2,36,2,26,Too noisy
301,2025-01-19 11:59:00,2025-01-19 12:19:00,20,36.93,9.29,203.56,1.61,0,library,1,10,3,4,93,2,74,Distracted
302,2025-01-15 18:48:00,2025-01-15 19:18:00,30,39.17,11.6,271.23,5.28,0,cafe,1,5,1,5,53,3,43,Great flow
303,2025-01-20 09:55:00,2025-01-20 10:20:00,25,49.55,5.25,253.32,24.64,0,outside,1,5,5,4,74,0,70,Stable productivity
304,2025-01-18 11:37:00,2025-01-18 12:02:00,25,42.37,4.19,211.46,14.74,2,outside,1,5,2,2,57,0,45,Mediocre
305,2025-01-10 14:22:00,2025-01-10 14:47:00,25,25.46,6.19,11.84,2.2,2,home,1,8,4,4,82,1,80,Mediocre
306,2025-01-11 12:43:00,2025-01-11 13:08:00,25,53.44,4.47,103.02,18.87,1,outside,1,8,5,2,86,0,64,Distracted
307,2025-01-22 08:58:00,2025-01-22 09:18:00,20,49.32,6.08,244.99,4.6,2,cafe,1,5,3,3,63,2,64,Good session
308,2025-01-14 11:17:00,2025-01-14 11:47:00,30,49.21,6.76,109.07,26.36,1,home,1,6,1,2,73,0,91,Mediocre
309,2025-01-11 11:47:00,2025-01-11 12:12:00,25,50.99,6.8,77.63,15.06,0,library,1,5,5,4,37,3,56,Energy peak
310,2025-01-10 12:22:00,2025-01-10 12:42:00,20,39.74,2.36,233.37,12.66,0,cafe,1,7,5,2,49,2,58,Felt tired
311,2025-01-16 12:08:00,2025-01-16 12:33:00,25,53.75,2.38,271.32,19.92,1,home,1,6,3,1,69,0,58,Too noisy
312,2025-01-10 09:24:00,2025-01-10 09:44:00,20,39.76,6.57,148.13,5.5,0,outside,0,5,1,5,78,4,87,Too noisy
313,2025-01-15 11:08:00,2025-01-15 11:38:00,30,24.23,2.94,374.85,12.0,0,cafe,1,7,2,5,57,0,65,Distracted
314,2025-01-21 18:57:00,2025-01-21 19:22:00,25,32.16,5.69,84.31,17.72,1,library,0,7,5,3,96,0,94,Stable productivity
315,2025-01-20 10:50:00,2025-01-20 11:15:00,25,34.34,7.59,320.12,15.59,0,outside,1,8,5,4,97,0,100,Too noisy
316,2025-01-17 17:10:00,2025-01-17 17:30:00,20,38.1,7.45,586.03,3.11,0,cafe,1,7,2,5,92,3,84,Great flow
317,2025-01-19 13:41:00,2025-01-19 14:06:00,25,29.58,6.38,14.94,23.32,0,outside,1,8,3,3,100,0,100,Great flow
318,2025-01-17 11:00:00,2025-01-17 11:25:00,25,53.26,6.26,395.82,12.37,0,outside,1,7,5,3,82,5,62,Energy peak
319,2025-01-17 12:32:00,2025-01-17 13:02:00,30,43.43,0.31,131.49,16.43,0,home,1,9,2,3,77,0,72,Great flow
320,2025-01-20 08:39:00,2025-01-20 09:09:00,30,35.33,3.12,332.96,0.31,0,library,1,6,5,4,73,0,72,Great flow
321,2025-01-16 14:03:00,2025-01-16 14:28:00,25,19.57,9.24,455.91,18.42,0,library,1,5,5,3,61,2,53,Felt tired
322,2025-01-13 09:52:00,2025-01-13 10:17:00,25,37.74,6.19,314.5,16.18,1,cafe,1,6,1,3,75,0,87,Too noisy
323,2025-01-21 14:10:00,2025-01-21 14:40:00,30,33.11,7.52,3.39,16.56,2,home,1,7,2,1,52,2,54,Mediocre
324,2025-01-15 12:01:00,2025-01-15 12:21:00,20,28.44,11.05,395.09,23.3,1,outside,0,8,2,2,53,5,54,Stable productivity
325,2025-01-16 13:16:00,2025-01-16 13:41:00,25,49.02,3.91,266.18,8.16,1,library,1,6,1,2,84,0,100,Stable productivity
326,2025-01-24 13:20:00,2025-01-24 13:40:00,20,36.34,7.43,251.77,3.34,0,home,1,8,1,2,100,0,100,Too noisy
327,2025-01-11 08:14:00,2025-01-11 08:34:00,20,26.13,3.81,512.15,14.15,0,home,0,8,5,5,64,1,51,Hard to focus
328,2025-01-19 12:17:00,2025-01-19 12:42:00,25,43.27,11.44,227.31,24.79,0,cafe,1,5,5,3,49,3,60,Stable productivity
329,2025-01-19 16:41:00,2025-01-19 17:11:00,30,37.81,6.64,117.11,15.39,1,home,1,5,2,3,49,1,56,Mediocre
330,2025-01-20 15:36:00,2025-01-20 15:56:00,20,23.24,4.78,86.58,27.45,1,cafe,0,7,4,5,65,1,81,Energy peak
331,2025-01-20 19:35:00,2025-01-20 20:05:00,30,36.07,0.17,297.72,17.29,0,cafe,1,5,1,3,64,0,47,Good session
332,2025-01-20 15:12:00,2025-01-20 15:32:00,20,46.73,8.1,64.24,9.53,0,library,1,4,2,5,43,0,54,Too noisy
333,2025-01-22 14:32:00,2025-01-22 14:52:00,20,36.6,5.16,129.77,14.05,0,cafe,1,3,1,2,51,0,51,Mediocre
334,2025-01-20 13:17:00,2025-01-20 13:47:00,30,31.98,6.22,191.74,6.21,0,home,1,5,3,1,26,0,29,Distracted
335,2025-01-14 16:04:00,2025-01-14 16:29:00,25,38.95,8.38,17.7,32.53,1,library,1,7,2,1,94,4,89,Great flow
336,2025-01-18 14:06:00,2025-01-18 14:26:00,20,42.37,1.55,337.11,8.84,2,cafe,1,6,1,2,57,6,50,Mediocre
337,2025-01-22 15:30:00,2025-01-22 15:50:00,20,51.89,4.97,276.37,10.67,0,home,1,7,1,2,67,3,61,Too noisy
338,2025-01-18 16:13:00,2025-01-18 16:43:00,30,37.79,8.69,191.87,0.8,1,library,1,8,2,1,90,2,85,Sun was annoying
339,2025-01-22 09:37:00,2025-01-22 09:57:00,20,54.24,9.96,288.51,15.94,3,cafe,1,7,4,3,50,3,39,Great flow
340,2025-01-23 12:01:00,2025-01-23 12:31:00,30,46.03,7.86,150.88,0.83,0,cafe,0,7,1,4,61,1,74,Hard to focus
341,2025-01-11 19:27:00,2025-01-11 19:52:00,25,44.42,7.23,75.79,1.34,2,library,1,6,1,4,68,2,68,Good session
342,2025-01-13 19:40:00,2025-01-13 20:00:00,20,12.88,5.96,347.53,4.04,1,outside,1,6,4,5,53,0,50,Sun was annoying
343,2025-01-21 13:43:00,2025-01-21 14:13:00,30,50.29,4.92,407.22,1.62,3,outside,1,4,5,3,43,0,41,Too noisy
344,2025-01-23 09:44:00,2025-01-23 10:09:00,25,65.75,5.94,400.0,10.9,2,home,0,7,5,4,86,3,78,Good session
345,2025-01-21 17:13:00,2025-01-21 17:33:00,20,40.84,8.19,213.3,20.66,0,library,1,3,3,3,13,2,37,Sun was annoying
346,2025-01-17 15:26:00,2025-01-17 15:51:00,25,44.06,3.39,437.7,12.73,1,home,1,3,4,3,32,0,22,Too noisy
347,2025-01-19 09:00:00,2025-01-19 09:25:00,25,39.03,5.23,452.54,30.27,0,library,1,8,2,1,81,2,80,Good session
348,2025-01-23 14:49:00,2025-01-23 15:19:00,30,53.73,5.1,328.05,3.28,3,cafe,0,6,3,2,42,2,39,Good session
349,2025-01-10 09:42:00,2025-01-10 10:07:00,25,58.05,8.84,67.48,10.32,0,library,0,4,5,5,60,1,60,Mediocre
350,2025-01-14 19:26:00,2025-01-14 19:56:00,30,44.76,5.49,135.76,20.21,0,library,1,6,2,1,54,4,45,Felt tired
351,2025-01-15 08:13:00,2025-01-15 08:33:00,20,42.08,0.04,115.65,6.56,2,home,0,6,3,3,66,0,72,Energy peak
352,2025-01-20 19:19:00,2025-01-20 19:49:00,30,42.43,9.2,329.9,15.7,0,outside,0,7,1,1,61,4,56,Sun was annoying
353,2025-01-13 09:17:00,2025-01-13 09:42:00,25,47.53,7.96,210.55,10.86,1,cafe,0,3,3,5,56,1,71,Energy peak
354,2025-01-14 09:08:00,2025-01-14 09:28:00,20,35.58,1.5,223.46,12.62,0,cafe,1,7,3,1,61,4,62,Great flow
355,2025-01-21 13:05:00,2025-01-21 13:25:00,20,29.36,3.19,103.4,14.89,0,home,1,6,4,3,34,4,21,Sun was annoying
356,2025-01-16 16:27:00,2025-01-16 16:47:00,20,30.67,5.99,174.96,32.5,0,cafe,1,4,5,3,42,2,46,Stable productivity
357,2025-01-24 10:14:00,2025-01-24 10:34:00,20,25.64,3.68,247.64,18.3,1,cafe,0,5,4,5,44,1,46,Too noisy
358,2025-01-11 19:20:00,2025-01-11 19:50:00,30,50.91,4.65,307.53,15.22,0,home,1,4,5,3,41,0,35,Distracted
359,2025-01-15 10:06:00,2025-01-15 10:31:00,25,57.55,6.19,325.48,22.48,1,cafe,0,9,2,3,79,0,75,Stable productivity
360,2025-01-15 12:39:00,2025-01-15 12:59:00,20,32.12,11.32,201.99,5.53,0,outside,1,5,5,4,74,0,79,Stable productivity
361,2025-01-11 10:47:00,2025-01-11 11:17:00,30,47.64,2.48,240.31,18.1,0,outside,1,6,5,2,59,1,76,Sun was annoying
362,2025-01-12 13:36:00,2025-01-12 14:06:00,30,45.59,7.84,234.76,13.0,0,cafe,1,5,1,3,46,6,45,Mediocre
363,2025-01-15 15:11:00,2025-01-15 15:36:00,25,41.33,6.2,236.81,9.42,1,home,1,7,5,1,61,2,58,Sun was annoying
364,2025-01-14 14:18:00,2025-01-14 14:43:00,25,45.28,6.83,10.28,24.74,0,library,1,5,5,2,44,4,56,Too noisy
365,2025-01-10 17:19:00,2025-01-10 17:49:00,30,26.71,4.17,118.39,20.04,1,library,1,7,5,1,72,2,82,Energy peak
366,2025-01-21 17:56:00,2025-01-21 18:26:00,30,40.9,2.19,219.47,23.57,1,home,0,10,2,3,100,0,95,Felt tired
367,2025-01-20 19:25:00,2025-01-20 19:45:00,20,33.54,5.3,232.58,12.92,1,library,1,8,2,3,90,0,93,Distracted
368,2025-01-20 14:41:00,2025-01-20 15:11:00,30,46.15,7.93,346.04,21.11,0,library,1,7,4,1,71,1,70,Energy peak
369,2025-01-23 14:16:00,2025-01-23 14:46:00,30,46.79,8.1,59.13,9.0,0,library,0,9,3,5,87,0,96,Stable productivity
370,2025-01-18 13:23:00,2025-01-18 13:53:00,30,33.86,2.15,388.76,0.66,0,home,1,5,5,5,49,0,48,Mediocre
371,2025-01-20 18:10:00,2025-01-20 18:40:00,30,38.62,6.53,74.42,34.64,0,cafe,1,10,1,1,95,3,73,Stable productivity
372,2025-01-17 08:50:00,2025-01-17 09:20:00,30,47.41,5.67,450.68,12.98,1,outside,1,9,1,4,100,0,100,Stable productivity
373,2025-01-13 12:11:00,2025-01-13 12:36:00,25,41.45,9.28,85.12,10.64,0,library,1,5,2,5,28,2,21,Stable productivity
374,2025-01-23 10:25:00,2025-01-23 10:55:00,30,33.79,4.96,266.77,22.83,0,library,1,8,4,3,84,2,65,Too noisy
375,2025-01-12 17:45:00,2025-01-12 18:10:00,25,24.98,5.08,337.99,19.85,0,home,1,8,2,3,78,2,89,Felt tired
376,2025-01-10 19:39:00,2025-01-10 20:09:00,30,44.39,5.14,457.71,12.12,0,outside,0,2,2,1,4,3,7,Sun was annoying
377,2025-01-19 19:23:00,2025-01-19 19:53:00,30,51.19,11.48,250.83,5.26,0,outside,1,6,4,3,57,1,61,Distracted
378,2025-01-21 16:29:00,2025-01-21 16:49:00,20,58.67,2.77,96.69,14.67,1,cafe,1,9,2,3,88,0,76,Too noisy
379,2025-01-12 17:01:00,2025-01-12 17:26:00,25,21.21,5.63,223.21,16.64,0,outside,1,7,4,2,83,2,89,Sun was annoying
380,2025-01-23 19:51:00,2025-01-23 20:21:00,30,43.52,3.58,535.17,23.86,0,outside,1,6,2,4,88,0,91,Mediocre
381,2025-01-15 15:13:00,2025-01-15 15:38:00,25,50.77,10.46,88.21,11.44,1,cafe,1,9,2,5,97,3,100,Felt tired
382,2025-01-23 10:34:00,2025-01-23 11:04:00,30,22.49,9.31,186.38,37.06,0,library,1,7,4,2,61,3,72,Mediocre
383,2025-01-21 15:52:00,2025-01-21 16:12:00,20,23.89,6.71,480.43,21.12,0,cafe,0,7,3,5,52,4,49,Hard to focus
384,2025-01-20 15:47:00,2025-01-20 16:17:00,30,25.21,7.07,235.63,15.24,0,library,1,4,3,2,34,0,8,Felt tired
385,2025-01-15 12:00:00,2025-01-15 12:30:00,30,27.61,1.23,477.95,16.03,0,home,1,10,3,2,100,4,89,Felt tired
386,2025-01-20 16:25:00,2025-01-20 16:45:00,20,38.46,5.06,352.19,21.73,1,outside,1,8,2,3,72,4,97,Hard to focus
387,2025-01-17 10:20:00,2025-01-17 10:50:00,30,49.76,8.02,7.0,8.9,0,outside,1,7,2,4,44,1,60,Mediocre
388,2025-01-22 08:57:00,2025-01-22 09:22:00,25,29.75,7.85,301.75,27.34,2,home,1,5,4,4,18,1,16,Distracted
389,2025-01-14 16:20:00,2025-01-14 16:40:00,20,40.49,12.87,148.52,14.47,2,library,1,8,1,5,66,0,59,Energy peak
390,2025-01-19 17:30:00,2025-01-19 17:50:00,20,36.54,2.2,292.12,19.59,1,home,1,9,1,5,67,3,91,Energy peak
391,2025-01-24 14:52:00,2025-01-24 15:17:00,25,36.89,6.43,297.56,12.24,0,cafe,1,7,5,3,55,3,49,Stable productivity
